parameter_key,input,max_absolute_correlation,median_absolute_correlation,affected_methods,affected_outputs,scope,method_id,parameter,coverage_class,evidence_ids,needs_research,gap_weight,priority_score,priority,research_question
methods.facial_age_estimation.higher_friction_false_rejection_multiplier,higher_friction_false_rejection_multiplier,0.25253426967515774,0.003388231418555292,1,8,method,facial_age_estimation,higher_friction_false_rejection_multiplier,context_only,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-FACIAL-AGE-ESTIMATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;NIST-FATE-AEV-ONGOING-2026,True,1.0,0.25253426967515774,P2-medium,"Find direct, jurisdiction-matched evidence for this modeled parameter."
methods.reusable_age_token.centralized_record_fraction,centralized_record_fraction,0.32380972069461195,0.005279915105759966,1,8,method,reusable_age_token,centralized_record_fraction,official_guidance,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-CENTRALIZED-RECORD-FRACTION;GAP-METHOD-REUSABLE-AGE-TOKEN-CENTRALIZED-RECORD-FRACTION;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,True,0.75,0.24285729052095895,P2-medium,Measure what fraction of records are centralized or linkable across relying parties.
methods.facial_age_estimation.centralized_record_fraction,centralized_record_fraction,0.28364090034344036,0.00390559936673024,1,8,method,facial_age_estimation,centralized_record_fraction,official_guidance,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-CENTRALIZED-RECORD-FRACTION;GAP-METHOD-FACIAL-AGE-ESTIMATION-CENTRALIZED-RECORD-FRACTION;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,True,0.75,0.21273067525758027,P2-medium,Measure what fraction of records are centralized or linkable across relying parties.
methods.photo_id_visual.minor_detection_rate,minor_detection_rate,0.16595563671537425,0.007101336589208535,1,5,method,photo_id_visual,minor_detection_rate,explicit_gap,ASSUMP-METHOD-PHOTO-ID-VISUAL-MINOR-DETECTION-RATE;GAP-METHOD-PHOTO-ID-VISUAL-MINOR-DETECTION-RATE,True,1.25,0.20744454589421782,P2-medium,Measure initial underage detection under a defined policy and operating workflow.
methods.visual_estimation.adult_abandonment_rate,adult_abandonment_rate,0.2715537783003335,0.004002245003488898,1,5,method,visual_estimation,adult_abandonment_rate,official_guidance,ASSUMP-METHOD-VISUAL-ESTIMATION-ADULT-ABANDONMENT-RATE;GAP-METHOD-VISUAL-ESTIMATION-ADULT-ABANDONMENT-RATE;W3C-WCAG22-AUTH-3-3-8,True,0.75,0.20366533372525014,P2-medium,Measure lawful-adult abandonment before and during the verification workflow.
methods.in_person_enrolment.variable_cost_per_identity_proof,variable_cost_per_identity_proof,0.194459928851352,0.002362772444481109,1,8,method,in_person_enrolment,variable_cost_per_identity_proof,context_only,ASSUMP-METHOD-IN-PERSON-ENROLMENT-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-IN-PERSON-ENROLMENT-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,True,1.0,0.194459928851352,P3-low,"Measure incremental cost of document, biometric, or in-person proofing."
methods.reusable_age_token.higher_friction_false_rejection_multiplier,higher_friction_false_rejection_multiplier,0.1515327406947251,0.005000188047440075,1,8,method,reusable_age_token,higher_friction_false_rejection_multiplier,explicit_gap,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,True,1.25,0.1894159258684064,P3-low,"Find direct, jurisdiction-matched evidence for this modeled parameter."
methods.photo_id_visual.adult_false_rejection_rate,adult_false_rejection_rate,0.31956789533246716,0.005768522296611409,1,5,method,photo_id_visual,adult_false_rejection_rate,legal_fact,ASSUMP-METHOD-PHOTO-ID-VISUAL-ADULT-FALSE-REJECTION-RATE;GAP-METHOD-PHOTO-ID-VISUAL-ADULT-FALSE-REJECTION-RATE;LEGAL-QC-BILL9-PHOTO-ID,True,0.55,0.17576234243285696,P3-low,"Measure lawful-adult false rejection using the actual threshold, devices, images, documents, and appeal process."
methods.reusable_age_token.minor_detection_rate,minor_detection_rate,0.13635940228772778,0.0037203501893761405,1,8,method,reusable_age_token,minor_detection_rate,explicit_gap,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-DETECTION-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-DETECTION-RATE,True,1.25,0.17044925285965973,P3-low,Measure initial underage detection under a defined policy and operating workflow.
methods.facial_age_estimation.higher_friction_abandonment_multiplier,higher_friction_abandonment_multiplier,0.21618874342125952,0.0034189249576555706,1,8,method,facial_age_estimation,higher_friction_abandonment_multiplier,official_guidance,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-FACIAL-AGE-ESTIMATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,True,0.75,0.16214155756594464,P3-low,"Find direct, jurisdiction-matched evidence for this modeled parameter."
methods.self_declaration.higher_friction_abandonment_multiplier,higher_friction_abandonment_multiplier,0.2147389842582476,0.004104370417065749,1,5,method,self_declaration,higher_friction_abandonment_multiplier,official_guidance,ASSUMP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,True,0.75,0.1610542381936857,P3-low,"Find direct, jurisdiction-matched evidence for this modeled parameter."
methods.document_upload.variable_cost_per_identity_proof,variable_cost_per_identity_proof,0.15989335764030935,0.0030625080777850035,1,8,method,document_upload,variable_cost_per_identity_proof,context_only,ASSUMP-METHOD-DOCUMENT-UPLOAD-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-DOCUMENT-UPLOAD-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,True,1.0,0.15989335764030935,P3-low,"Measure incremental cost of document, biometric, or in-person proofing."
methods.photo_id_visual.higher_friction_false_rejection_multiplier,higher_friction_false_rejection_multiplier,0.12220095046052838,0.0086959978408544,1,5,method,photo_id_visual,higher_friction_false_rejection_multiplier,explicit_gap,ASSUMP-METHOD-PHOTO-ID-VISUAL-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-PHOTO-ID-VISUAL-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,True,1.25,0.1527511880756605,P3-low,"Find direct, jurisdiction-matched evidence for this modeled parameter."
methods.document_upload.minor_detection_rate,minor_detection_rate,0.11231687024543875,0.005215192870774078,1,8,method,document_upload,minor_detection_rate,explicit_gap,ASSUMP-METHOD-DOCUMENT-UPLOAD-MINOR-DETECTION-RATE;GAP-METHOD-DOCUMENT-UPLOAD-MINOR-DETECTION-RATE,True,1.25,0.14039608780679844,P3-low,Measure initial underage detection under a defined policy and operating workflow.
methods.facial_age_estimation.variable_cost_per_identity_proof,variable_cost_per_identity_proof,0.14003815688596727,0.004539665932215867,1,8,method,facial_age_estimation,variable_cost_per_identity_proof,context_only,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-FACIAL-AGE-ESTIMATION-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,True,1.0,0.14003815688596727,P3-low,"Measure incremental cost of document, biometric, or in-person proofing."
methods.in_person_enrolment.catastrophic_breach_probability,catastrophic_breach_probability,0.1112037190269455,0.0028531420333812564,1,8,method,in_person_enrolment,catastrophic_breach_probability,explicit_gap,ASSUMP-METHOD-IN-PERSON-ENROLMENT-CATASTROPHIC-BREACH-PROBABILITY;GAP-METHOD-IN-PERSON-ENROLMENT-CATASTROPHIC-BREACH-PROBABILITY,True,1.25,0.13900464878368188,P3-low,Stress-test correlated or catastrophic compromise separately from routine exposure.
methods.reusable_age_token.catastrophic_breach_probability,catastrophic_breach_probability,0.094864951795898,0.007701231564248493,1,8,method,reusable_age_token,catastrophic_breach_probability,explicit_gap,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-BREACH-PROBABILITY;GAP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-BREACH-PROBABILITY,True,1.25,0.1185811897448725,P3-low,Stress-test correlated or catastrophic compromise separately from routine exposure.
methods.document_upload.centralized_record_fraction,centralized_record_fraction,0.1544716514737567,0.0036757035755342815,1,8,method,document_upload,centralized_record_fraction,official_guidance,ASSUMP-METHOD-DOCUMENT-UPLOAD-CENTRALIZED-RECORD-FRACTION;GAP-METHOD-DOCUMENT-UPLOAD-CENTRALIZED-RECORD-FRACTION;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,True,0.75,0.11585373860531752,P3-low,Measure what fraction of records are centralized or linkable across relying parties.
methods.document_upload.higher_friction_false_rejection_multiplier,higher_friction_false_rejection_multiplier,0.08898615836925847,0.0031002988318001197,1,8,method,document_upload,higher_friction_false_rejection_multiplier,explicit_gap,ASSUMP-METHOD-DOCUMENT-UPLOAD-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-DOCUMENT-UPLOAD-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,True,1.25,0.11123269796157309,P3-low,"Find direct, jurisdiction-matched evidence for this modeled parameter."
methods.facial_age_estimation.catastrophic_breach_probability,catastrophic_breach_probability,0.08563759105620704,0.002129277787475711,1,8,method,facial_age_estimation,catastrophic_breach_probability,explicit_gap,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-CATASTROPHIC-BREACH-PROBABILITY;GAP-METHOD-FACIAL-AGE-ESTIMATION-CATASTROPHIC-BREACH-PROBABILITY,True,1.25,0.1070469888202588,P3-low,Stress-test correlated or catastrophic compromise separately from routine exposure.
methods.document_upload.catastrophic_breach_probability,catastrophic_breach_probability,0.07954626507969052,0.0028762218733424895,1,8,method,document_upload,catastrophic_breach_probability,explicit_gap,ASSUMP-METHOD-DOCUMENT-UPLOAD-CATASTROPHIC-BREACH-PROBABILITY;GAP-METHOD-DOCUMENT-UPLOAD-CATASTROPHIC-BREACH-PROBABILITY,True,1.25,0.09943283134961316,P3-low,Stress-test correlated or catastrophic compromise separately from routine exposure.
methods.in_person_enrolment.minor_detection_rate,minor_detection_rate,0.07511605233302243,0.0011807971115923189,1,8,method,in_person_enrolment,minor_detection_rate,explicit_gap,ASSUMP-METHOD-IN-PERSON-ENROLMENT-MINOR-DETECTION-RATE;GAP-METHOD-IN-PERSON-ENROLMENT-MINOR-DETECTION-RATE,True,1.25,0.09389506541627804,P3-low,Measure initial underage detection under a defined policy and operating workflow.
methods.visual_estimation.variable_cost_per_check,variable_cost_per_check,0.09362393040365757,0.0028567386617186956,1,5,method,visual_estimation,variable_cost_per_check,context_only,ASSUMP-METHOD-VISUAL-ESTIMATION-VARIABLE-COST-PER-CHECK;GAP-METHOD-VISUAL-ESTIMATION-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,True,1.0,0.09362393040365757,P3-low,"Measure transaction-level labour, delay, support, and service fees."
methods.in_person_enrolment.adult_false_rejection_rate,adult_false_rejection_rate,0.07406263294757706,0.008417643266071057,1,8,method,in_person_enrolment,adult_false_rejection_rate,explicit_gap,ASSUMP-METHOD-IN-PERSON-ENROLMENT-ADULT-FALSE-REJECTION-RATE;GAP-METHOD-IN-PERSON-ENROLMENT-ADULT-FALSE-REJECTION-RATE,True,1.25,0.09257829118447133,P3-low,"Measure lawful-adult false rejection using the actual threshold, devices, images, documents, and appeal process."
methods.photo_id_visual.variable_cost_per_identity_proof,variable_cost_per_identity_proof,0.0791889979709716,0.005178065240695226,1,5,method,photo_id_visual,variable_cost_per_identity_proof,context_only,ASSUMP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,True,1.0,0.0791889979709716,P3-low,"Measure incremental cost of document, biometric, or in-person proofing."
methods.visual_estimation.higher_friction_abandonment_multiplier,higher_friction_abandonment_multiplier,0.08582652164751463,0.005782826149545131,1,5,method,visual_estimation,higher_friction_abandonment_multiplier,official_guidance,ASSUMP-METHOD-VISUAL-ESTIMATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-VISUAL-ESTIMATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,True,0.75,0.06436989123563597,P3-low,"Find direct, jurisdiction-matched evidence for this modeled parameter."
methods.in_person_enrolment.catastrophic_exposure_fraction,catastrophic_exposure_fraction,0.05015286157257315,0.001647082299490833,1,8,method,in_person_enrolment,catastrophic_exposure_fraction,explicit_gap,ASSUMP-METHOD-IN-PERSON-ENROLMENT-CATASTROPHIC-EXPOSURE-FRACTION;GAP-METHOD-IN-PERSON-ENROLMENT-CATASTROPHIC-EXPOSURE-FRACTION,True,1.25,0.06269107696571644,P3-low,Estimate the fraction of centralized records exposed in a severe incident.
methods.document_upload.variable_cost_per_check,variable_cost_per_check,0.062452435246484986,0.004929036710259615,1,8,method,document_upload,variable_cost_per_check,context_only,ASSUMP-METHOD-DOCUMENT-UPLOAD-VARIABLE-COST-PER-CHECK;GAP-METHOD-DOCUMENT-UPLOAD-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,True,1.0,0.062452435246484986,P3-low,"Measure transaction-level labour, delay, support, and service fees."
methods.document_upload.identity_proofing_rate,identity_proofing_rate,0.11154337077693736,0.009003847495153539,1,8,method,document_upload,identity_proofing_rate,legal_fact,ASSUMP-METHOD-DOCUMENT-UPLOAD-IDENTITY-PROOFING-RATE;GAP-METHOD-DOCUMENT-UPLOAD-IDENTITY-PROOFING-RATE;LEGAL-QC-BILL9-REMOTE-SALES,True,0.55,0.06134885392731555,P3-low,Measure how often a transaction invokes full identity proofing rather than a reusable age assertion.
methods.reusable_age_token.catastrophic_exposure_fraction,catastrophic_exposure_fraction,0.04841195414310878,0.0020136436419734578,1,8,method,reusable_age_token,catastrophic_exposure_fraction,explicit_gap,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-EXPOSURE-FRACTION;GAP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-EXPOSURE-FRACTION,True,1.25,0.06051494267888598,P3-low,Estimate the fraction of centralized records exposed in a severe incident.
methods.self_declaration.variable_cost_per_check,variable_cost_per_check,0.060081540563936615,0.002601104837072442,1,5,method,self_declaration,variable_cost_per_check,context_only,ASSUMP-METHOD-SELF-DECLARATION-VARIABLE-COST-PER-CHECK;GAP-METHOD-SELF-DECLARATION-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,True,1.0,0.060081540563936615,P3-low,"Measure transaction-level labour, delay, support, and service fees."
methods.facial_age_estimation.variable_cost_per_check,variable_cost_per_check,0.055181174463064475,0.0019855658419942264,1,8,method,facial_age_estimation,variable_cost_per_check,context_only,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-VARIABLE-COST-PER-CHECK;GAP-METHOD-FACIAL-AGE-ESTIMATION-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,True,1.0,0.055181174463064475,P3-low,"Measure transaction-level labour, delay, support, and service fees."
methods.reusable_age_token.verification_check_rate,verification_check_rate,0.09841863073450345,0.011229203414763682,1,8,method,reusable_age_token,verification_check_rate,legal_fact,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VERIFICATION-CHECK-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-VERIFICATION-CHECK-RATE;LEGAL-QC-BILL9-REMOTE-SALES,True,0.55,0.0541302469039769,P3-low,Measure how often sellers challenge customers under the actual challenge policy.
methods.photo_id_visual.variable_cost_per_check,variable_cost_per_check,0.044776680868662676,0.004448838390771536,1,5,method,photo_id_visual,variable_cost_per_check,context_only,ASSUMP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-CHECK;GAP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,True,1.0,0.044776680868662676,P3-low,"Measure transaction-level labour, delay, support, and service fees."
methods.in_person_enrolment.verification_check_rate,verification_check_rate,0.07930786079773916,0.009183907483993564,1,8,method,in_person_enrolment,verification_check_rate,legal_fact,ASSUMP-METHOD-IN-PERSON-ENROLMENT-VERIFICATION-CHECK-RATE;GAP-METHOD-IN-PERSON-ENROLMENT-VERIFICATION-CHECK-RATE;LEGAL-QC-BILL9-REMOTE-SALES,True,0.55,0.04361932343875654,P3-low,Measure how often sellers challenge customers under the actual challenge policy.
methods.document_upload.verification_check_rate,verification_check_rate,0.0744632359314493,0.012254984128181995,1,8,method,document_upload,verification_check_rate,legal_fact,ASSUMP-METHOD-DOCUMENT-UPLOAD-VERIFICATION-CHECK-RATE;GAP-METHOD-DOCUMENT-UPLOAD-VERIFICATION-CHECK-RATE;LEGAL-QC-BILL9-REMOTE-SALES,True,0.55,0.04095477976229712,P3-low,Measure how often sellers challenge customers under the actual challenge policy.
methods.facial_age_estimation.catastrophic_exposure_fraction,catastrophic_exposure_fraction,0.03185951321930381,0.0026583633970153455,1,8,method,facial_age_estimation,catastrophic_exposure_fraction,explicit_gap,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-CATASTROPHIC-EXPOSURE-FRACTION;GAP-METHOD-FACIAL-AGE-ESTIMATION-CATASTROPHIC-EXPOSURE-FRACTION,True,1.25,0.03982439152412976,P3-low,Estimate the fraction of centralized records exposed in a severe incident.
methods.self_declaration.higher_friction_false_rejection_multiplier,higher_friction_false_rejection_multiplier,0.030875385861278158,0.004608684524371473,1,5,method,self_declaration,higher_friction_false_rejection_multiplier,explicit_gap,ASSUMP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,True,1.25,0.0385942323265977,P3-low,"Find direct, jurisdiction-matched evidence for this modeled parameter."
methods.visual_estimation.verification_check_rate,verification_check_rate,0.03023719566316688,0.0016588823496875532,1,5,method,visual_estimation,verification_check_rate,explicit_gap,ASSUMP-METHOD-VISUAL-ESTIMATION-VERIFICATION-CHECK-RATE;GAP-METHOD-VISUAL-ESTIMATION-VERIFICATION-CHECK-RATE,True,1.25,0.0377964945789586,P3-low,Measure how often sellers challenge customers under the actual challenge policy.
methods.in_person_enrolment.variable_cost_per_check,variable_cost_per_check,0.03350147559413659,0.005163065034433227,1,8,method,in_person_enrolment,variable_cost_per_check,context_only,ASSUMP-METHOD-IN-PERSON-ENROLMENT-VARIABLE-COST-PER-CHECK;GAP-METHOD-IN-PERSON-ENROLMENT-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,True,1.0,0.03350147559413659,P3-low,"Measure transaction-level labour, delay, support, and service fees."
methods.document_upload.catastrophic_exposure_fraction,catastrophic_exposure_fraction,0.02551771665027109,0.0036670678741708273,1,8,method,document_upload,catastrophic_exposure_fraction,explicit_gap,ASSUMP-METHOD-DOCUMENT-UPLOAD-CATASTROPHIC-EXPOSURE-FRACTION;GAP-METHOD-DOCUMENT-UPLOAD-CATASTROPHIC-EXPOSURE-FRACTION,True,1.25,0.03189714581283886,P3-low,Estimate the fraction of centralized records exposed in a severe incident.
methods.reusable_age_token.variable_cost_per_identity_proof,variable_cost_per_identity_proof,0.031036220642622493,0.0024675912798990366,1,8,method,reusable_age_token,variable_cost_per_identity_proof,context_only,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,True,1.0,0.031036220642622493,P3-low,"Measure incremental cost of document, biometric, or in-person proofing."
methods.reusable_age_token.variable_cost_per_check,variable_cost_per_check,0.027879338807247737,0.004713935685949575,1,8,method,reusable_age_token,variable_cost_per_check,context_only,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-CHECK;GAP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,True,1.0,0.027879338807247737,P3-low,"Measure transaction-level labour, delay, support, and service fees."
methods.facial_age_estimation.identity_proofing_rate,identity_proofing_rate,0.042092899371685165,0.008590608595948245,1,8,method,facial_age_estimation,identity_proofing_rate,legal_fact,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-IDENTITY-PROOFING-RATE;GAP-METHOD-FACIAL-AGE-ESTIMATION-IDENTITY-PROOFING-RATE;LEGAL-QC-BILL9-REMOTE-SALES,True,0.55,0.023151094654426843,P3-low,Measure how often a transaction invokes full identity proofing rather than a reusable age assertion.
methods.facial_age_estimation.verification_check_rate,verification_check_rate,0.035718864464431545,0.013411964961684786,1,8,method,facial_age_estimation,verification_check_rate,legal_fact,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-VERIFICATION-CHECK-RATE;GAP-METHOD-FACIAL-AGE-ESTIMATION-VERIFICATION-CHECK-RATE;LEGAL-QC-BILL9-REMOTE-SALES,True,0.55,0.01964537545543735,P3-low,Measure how often sellers challenge customers under the actual challenge policy.
methods.photo_id_visual.verification_check_rate,verification_check_rate,0.03441928340951172,0.004860855368184342,1,5,method,photo_id_visual,verification_check_rate,legal_fact,ASSUMP-METHOD-PHOTO-ID-VISUAL-VERIFICATION-CHECK-RATE;GAP-METHOD-PHOTO-ID-VISUAL-VERIFICATION-CHECK-RATE;LEGAL-QC-BILL9-PHOTO-ID,True,0.55,0.018930605875231446,P3-low,Measure how often sellers challenge customers under the actual challenge policy.
methods.reusable_age_token.biometric_scans_per_identity_proof,biometric_scans_per_identity_proof,0.012778205278583284,0.004611791864948717,1,8,method,reusable_age_token,biometric_scans_per_identity_proof,explicit_gap,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-BIOMETRIC-SCANS-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,True,1.25,0.015972756598229106,P3-low,Verify whether biometric templates or inferences are generated and how often.
methods.in_person_enrolment.higher_friction_false_rejection_multiplier,higher_friction_false_rejection_multiplier,0.012652029237284814,0.004773727723813492,1,8,method,in_person_enrolment,higher_friction_false_rejection_multiplier,explicit_gap,ASSUMP-METHOD-IN-PERSON-ENROLMENT-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-IN-PERSON-ENROLMENT-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,True,1.25,0.01581503654660602,P3-low,"Find direct, jurisdiction-matched evidence for this modeled parameter."
methods.facial_age_estimation.biometric_scans_per_identity_proof,biometric_scans_per_identity_proof,0.01110529794194612,0.0075183011142073205,1,8,method,facial_age_estimation,biometric_scans_per_identity_proof,explicit_gap,ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF;GAP-METHOD-FACIAL-AGE-ESTIMATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,True,1.25,0.01388162242743265,P3-low,Verify whether biometric templates or inferences are generated and how often.
methods.document_upload.transient_images_per_identity_proof,transient_images_per_identity_proof,0.009544261571113707,0.0015172394782868959,1,8,method,document_upload,transient_images_per_identity_proof,explicit_gap,ASSUMP-METHOD-DOCUMENT-UPLOAD-TRANSIENT-IMAGES-PER-IDENTITY-PROOF;GAP-METHOD-DOCUMENT-UPLOAD-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,True,1.25,0.011930326963892134,P3-low,Document whether identity or face images are processed transiently even when not retained.
methods.in_person_enrolment.transient_images_per_identity_proof,transient_images_per_identity_proof,0.007341577903064632,0.0020064390349785756,1,8,method,in_person_enrolment,transient_images_per_identity_proof,explicit_gap,ASSUMP-METHOD-IN-PERSON-ENROLMENT-TRANSIENT-IMAGES-PER-IDENTITY-PROOF;GAP-METHOD-IN-PERSON-ENROLMENT-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,True,1.25,0.00917697237883079,P3-low,Document whether identity or face images are processed transiently even when not retained.
methods.document_upload.biometric_scans_per_identity_proof,biometric_scans_per_identity_proof,0.007267433560058973,0.003796710828846685,1,8,method,document_upload,biometric_scans_per_identity_proof,explicit_gap,ASSUMP-METHOD-DOCUMENT-UPLOAD-BIOMETRIC-SCANS-PER-IDENTITY-PROOF;GAP-METHOD-DOCUMENT-UPLOAD-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,True,1.25,0.009084291950073717,P3-low,Verify whether biometric templates or inferences are generated and how often.
methods.self_declaration.verification_check_rate,verification_check_rate,0.006926853806290742,0.0033319882606927956,1,5,method,self_declaration,verification_check_rate,explicit_gap,ASSUMP-METHOD-SELF-DECLARATION-VERIFICATION-CHECK-RATE;GAP-METHOD-SELF-DECLARATION-VERIFICATION-CHECK-RATE,True,1.25,0.008658567257863427,P3-low,Measure how often sellers challenge customers under the actual challenge policy.
methods.reusable_age_token.transient_images_per_identity_proof,transient_images_per_identity_proof,0.006797882874463153,0.003188162938539266,1,8,method,reusable_age_token,transient_images_per_identity_proof,explicit_gap,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-TRANSIENT-IMAGES-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,True,1.25,0.008497353593078941,P3-low,Document whether identity or face images are processed transiently even when not retained.
methods.self_declaration.record_retention_years,record_retention_years,0.010035432641646174,0.0025214734524965894,1,5,method,self_declaration,record_retention_years,official_guidance,ASSUMP-METHOD-SELF-DECLARATION-RECORD-RETENTION-YEARS;GAP-METHOD-SELF-DECLARATION-RECORD-RETENTION-YEARS;OPC-AA-MINIMIZATION-APPEAL-2026,True,0.75,0.0075265744812346306,P3-low,"Document contractual, technical, and legal retention periods."
methods.in_person_enrolment.third_party_disclosures_per_identity_proof,third_party_disclosures_per_identity_proof,0.009367213378274886,0.0023622480569608995,1,8,method,in_person_enrolment,third_party_disclosures_per_identity_proof,official_guidance,ASSUMP-METHOD-IN-PERSON-ENROLMENT-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;GAP-METHOD-IN-PERSON-ENROLMENT-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;OPC-AA-MINIMIZATION-APPEAL-2026,True,0.75,0.007025410033706165,P3-low,Map every organization receiving identity information during proofing.
methods.reusable_age_token.third_party_disclosures_per_identity_proof,third_party_disclosures_per_identity_proof,0.009285568187106227,0.004118107686303243,1,8,method,reusable_age_token,third_party_disclosures_per_identity_proof,official_guidance,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;OPC-AA-MINIMIZATION-APPEAL-2026,True,0.75,0.0069641761403296705,P3-low,Map every organization receiving identity information during proofing.
methods.self_declaration.annual_breach_probability,annual_breach_probability,0.005373444998341378,0.0037463469253065386,1,5,method,self_declaration,annual_breach_probability,explicit_gap,ASSUMP-METHOD-SELF-DECLARATION-ANNUAL-BREACH-PROBABILITY;GAP-METHOD-SELF-DECLARATION-ANNUAL-BREACH-PROBABILITY,True,1.25,0.006716806247926723,P3-low,Estimate routine breach likelihood using comparable systems and security architecture.
