scope,method_id,parameter,parameter_key,low,mode,high,evidence_ids,evidence_count,missing_evidence_ids,coverage_class,direct_empirical_count,contextual_count,assumption_count,gap_count,needs_research
method,no_verification,fixed_annual_cost,methods.no_verification.fixed_annual_cost,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-FIXED-ANNUAL-COST;GAP-METHOD-NO-VERIFICATION-FIXED-ANNUAL-COST,2,,explicit_gap,0,0,1,1,True
method,no_verification,higher_friction_abandonment_multiplier,methods.no_verification.higher_friction_abandonment_multiplier,1.0,1.0,1.0,ASSUMP-METHOD-NO-VERIFICATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-NO-VERIFICATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,no_verification,higher_friction_false_rejection_multiplier,methods.no_verification.higher_friction_false_rejection_multiplier,1.0,1.0,1.0,ASSUMP-METHOD-NO-VERIFICATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-NO-VERIFICATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,2,,explicit_gap,0,0,1,1,True
method,no_verification,identity_proofing_rate,methods.no_verification.identity_proofing_rate,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-IDENTITY-PROOFING-RATE;GAP-METHOD-NO-VERIFICATION-IDENTITY-PROOFING-RATE,2,,explicit_gap,0,0,1,1,True
method,no_verification,minor_circumvention_rate,methods.no_verification.minor_circumvention_rate,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-MINOR-CIRCUMVENTION-RATE;GAP-METHOD-NO-VERIFICATION-MINOR-CIRCUMVENTION-RATE,2,,explicit_gap,0,0,1,1,True
method,no_verification,minor_detection_rate,methods.no_verification.minor_detection_rate,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-MINOR-DETECTION-RATE;GAP-METHOD-NO-VERIFICATION-MINOR-DETECTION-RATE,2,,explicit_gap,0,0,1,1,True
method,no_verification,minor_substitution_rate,methods.no_verification.minor_substitution_rate,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-MINOR-SUBSTITUTION-RATE;GAP-METHOD-NO-VERIFICATION-MINOR-SUBSTITUTION-RATE;INSPQ-QC-SUBSTITUTION-WARNING-2026,3,,context_only,0,1,1,1,True
method,no_verification,record_retention_years,methods.no_verification.record_retention_years,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-RECORD-RETENTION-YEARS;GAP-METHOD-NO-VERIFICATION-RECORD-RETENTION-YEARS;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,no_verification,records_per_identity_proof,methods.no_verification.records_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-RECORDS-PER-IDENTITY-PROOF;GAP-METHOD-NO-VERIFICATION-RECORDS-PER-IDENTITY-PROOF;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,no_verification,third_party_disclosures_per_identity_proof,methods.no_verification.third_party_disclosures_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;GAP-METHOD-NO-VERIFICATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,no_verification,transient_images_per_identity_proof,methods.no_verification.transient_images_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF;GAP-METHOD-NO-VERIFICATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,no_verification,variable_cost_per_check,methods.no_verification.variable_cost_per_check,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-VARIABLE-COST-PER-CHECK;GAP-METHOD-NO-VERIFICATION-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,no_verification,variable_cost_per_identity_proof,methods.no_verification.variable_cost_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-NO-VERIFICATION-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,no_verification,verification_check_rate,methods.no_verification.verification_check_rate,0.0,0.0,0.0,ASSUMP-METHOD-NO-VERIFICATION-VERIFICATION-CHECK-RATE;GAP-METHOD-NO-VERIFICATION-VERIFICATION-CHECK-RATE,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,adult_abandonment_rate,methods.photo_id_visual.adult_abandonment_rate,0.03,0.08,0.16,ASSUMP-METHOD-PHOTO-ID-VISUAL-ADULT-ABANDONMENT-RATE;GAP-METHOD-PHOTO-ID-VISUAL-ADULT-ABANDONMENT-RATE;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,photo_id_visual,adult_false_rejection_rate,methods.photo_id_visual.adult_false_rejection_rate,0.008,0.025,0.065,ASSUMP-METHOD-PHOTO-ID-VISUAL-ADULT-FALSE-REJECTION-RATE;GAP-METHOD-PHOTO-ID-VISUAL-ADULT-FALSE-REJECTION-RATE;LEGAL-QC-BILL9-PHOTO-ID,3,,legal_fact,0,0,1,1,True
method,photo_id_visual,age_assertions_per_check,methods.photo_id_visual.age_assertions_per_check,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-AGE-ASSERTIONS-PER-CHECK;GAP-METHOD-PHOTO-ID-VISUAL-AGE-ASSERTIONS-PER-CHECK;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,photo_id_visual,annual_breach_probability,methods.photo_id_visual.annual_breach_probability,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-ANNUAL-BREACH-PROBABILITY;GAP-METHOD-PHOTO-ID-VISUAL-ANNUAL-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,biometric_scans_per_identity_proof,methods.photo_id_visual.biometric_scans_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-BIOMETRIC-SCANS-PER-IDENTITY-PROOF;GAP-METHOD-PHOTO-ID-VISUAL-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,catastrophic_breach_probability,methods.photo_id_visual.catastrophic_breach_probability,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-CATASTROPHIC-BREACH-PROBABILITY;GAP-METHOD-PHOTO-ID-VISUAL-CATASTROPHIC-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,catastrophic_exposure_fraction,methods.photo_id_visual.catastrophic_exposure_fraction,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-CATASTROPHIC-EXPOSURE-FRACTION;GAP-METHOD-PHOTO-ID-VISUAL-CATASTROPHIC-EXPOSURE-FRACTION,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,centralized_record_fraction,methods.photo_id_visual.centralized_record_fraction,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-CENTRALIZED-RECORD-FRACTION;GAP-METHOD-PHOTO-ID-VISUAL-CENTRALIZED-RECORD-FRACTION;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,photo_id_visual,fixed_annual_cost,methods.photo_id_visual.fixed_annual_cost,8000.0,25000.0,70000.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-FIXED-ANNUAL-COST;GAP-METHOD-PHOTO-ID-VISUAL-FIXED-ANNUAL-COST,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,higher_friction_abandonment_multiplier,methods.photo_id_visual.higher_friction_abandonment_multiplier,1.8,2.8,4.5,ASSUMP-METHOD-PHOTO-ID-VISUAL-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-PHOTO-ID-VISUAL-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,photo_id_visual,higher_friction_false_rejection_multiplier,methods.photo_id_visual.higher_friction_false_rejection_multiplier,2.0,3.0,5.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-PHOTO-ID-VISUAL-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,identity_proofing_rate,methods.photo_id_visual.identity_proofing_rate,1.0,1.0,1.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-IDENTITY-PROOFING-RATE;GAP-METHOD-PHOTO-ID-VISUAL-IDENTITY-PROOFING-RATE;LEGAL-QC-BILL9-PHOTO-ID,3,,legal_fact,0,0,1,1,True
method,photo_id_visual,minor_circumvention_rate,methods.photo_id_visual.minor_circumvention_rate,0.08,0.18,0.35,ASSUMP-METHOD-PHOTO-ID-VISUAL-MINOR-CIRCUMVENTION-RATE;GAP-METHOD-PHOTO-ID-VISUAL-MINOR-CIRCUMVENTION-RATE,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,minor_detection_rate,methods.photo_id_visual.minor_detection_rate,0.85,0.94,0.985,ASSUMP-METHOD-PHOTO-ID-VISUAL-MINOR-DETECTION-RATE;GAP-METHOD-PHOTO-ID-VISUAL-MINOR-DETECTION-RATE,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,minor_substitution_rate,methods.photo_id_visual.minor_substitution_rate,0.12,0.35,0.65,ASSUMP-METHOD-PHOTO-ID-VISUAL-MINOR-SUBSTITUTION-RATE;GAP-METHOD-PHOTO-ID-VISUAL-MINOR-SUBSTITUTION-RATE;INSPQ-QC-SUBSTITUTION-WARNING-2026,3,,context_only,0,1,1,1,True
method,photo_id_visual,record_retention_years,methods.photo_id_visual.record_retention_years,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-RECORD-RETENTION-YEARS;GAP-METHOD-PHOTO-ID-VISUAL-RECORD-RETENTION-YEARS;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,photo_id_visual,records_per_identity_proof,methods.photo_id_visual.records_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-RECORDS-PER-IDENTITY-PROOF;GAP-METHOD-PHOTO-ID-VISUAL-RECORDS-PER-IDENTITY-PROOF;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,photo_id_visual,third_party_disclosures_per_identity_proof,methods.photo_id_visual.third_party_disclosures_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;GAP-METHOD-PHOTO-ID-VISUAL-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,photo_id_visual,transient_images_per_identity_proof,methods.photo_id_visual.transient_images_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-TRANSIENT-IMAGES-PER-IDENTITY-PROOF;GAP-METHOD-PHOTO-ID-VISUAL-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,photo_id_visual,variable_cost_per_check,methods.photo_id_visual.variable_cost_per_check,0.02,0.06,0.15,ASSUMP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-CHECK;GAP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,photo_id_visual,variable_cost_per_identity_proof,methods.photo_id_visual.variable_cost_per_identity_proof,0.04,0.12,0.3,ASSUMP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,photo_id_visual,verification_check_rate,methods.photo_id_visual.verification_check_rate,0.65,0.85,1.0,ASSUMP-METHOD-PHOTO-ID-VISUAL-VERIFICATION-CHECK-RATE;GAP-METHOD-PHOTO-ID-VISUAL-VERIFICATION-CHECK-RATE;LEGAL-QC-BILL9-PHOTO-ID,3,,legal_fact,0,0,1,1,True
method,reusable_age_token,adult_abandonment_rate,methods.reusable_age_token.adult_abandonment_rate,0.025,0.06,0.16,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-ADULT-ABANDONMENT-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-ADULT-ABANDONMENT-RATE;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,reusable_age_token,adult_false_rejection_rate,methods.reusable_age_token.adult_false_rejection_rate,0.008,0.025,0.07,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-ADULT-FALSE-REJECTION-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-ADULT-FALSE-REJECTION-RATE,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,age_assertions_per_check,methods.reusable_age_token.age_assertions_per_check,0.5,1.0,1.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-AGE-ASSERTIONS-PER-CHECK;GAP-METHOD-REUSABLE-AGE-TOKEN-AGE-ASSERTIONS-PER-CHECK;OPC-AA-MINIMIZATION-APPEAL-2026;NIST-SP800-63-4-2025,4,,official_guidance,0,0,1,1,True
method,reusable_age_token,annual_breach_probability,methods.reusable_age_token.annual_breach_probability,0.001,0.01,0.04,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-ANNUAL-BREACH-PROBABILITY;GAP-METHOD-REUSABLE-AGE-TOKEN-ANNUAL-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,biometric_scans_per_identity_proof,methods.reusable_age_token.biometric_scans_per_identity_proof,0.0,0.0,0.5,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-BIOMETRIC-SCANS-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,catastrophic_breach_probability,methods.reusable_age_token.catastrophic_breach_probability,0.0001,0.001,0.01,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-BREACH-PROBABILITY;GAP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,catastrophic_exposure_fraction,methods.reusable_age_token.catastrophic_exposure_fraction,0.25,0.75,1.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-EXPOSURE-FRACTION;GAP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-EXPOSURE-FRACTION,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,centralized_record_fraction,methods.reusable_age_token.centralized_record_fraction,0.3,0.6,0.95,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-CENTRALIZED-RECORD-FRACTION;GAP-METHOD-REUSABLE-AGE-TOKEN-CENTRALIZED-RECORD-FRACTION;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,reusable_age_token,fixed_annual_cost,methods.reusable_age_token.fixed_annual_cost,50000.0,100000.0,260000.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-FIXED-ANNUAL-COST;GAP-METHOD-REUSABLE-AGE-TOKEN-FIXED-ANNUAL-COST,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,higher_friction_abandonment_multiplier,methods.reusable_age_token.higher_friction_abandonment_multiplier,1.8,2.8,5.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,reusable_age_token,higher_friction_false_rejection_multiplier,methods.reusable_age_token.higher_friction_false_rejection_multiplier,2.0,3.2,5.5,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,identity_proofing_rate,methods.reusable_age_token.identity_proofing_rate,0.05,0.15,0.35,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-IDENTITY-PROOFING-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-IDENTITY-PROOFING-RATE;LEGAL-QC-BILL9-REMOTE-SALES;NIST-SP800-63-4-2025;OPC-AA-MINIMIZATION-APPEAL-2026,5,,legal_fact,0,0,1,1,True
method,reusable_age_token,minor_circumvention_rate,methods.reusable_age_token.minor_circumvention_rate,0.1,0.22,0.42,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-CIRCUMVENTION-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-CIRCUMVENTION-RATE,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,minor_detection_rate,methods.reusable_age_token.minor_detection_rate,0.88,0.96,0.993,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-DETECTION-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-DETECTION-RATE,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,minor_substitution_rate,methods.reusable_age_token.minor_substitution_rate,0.15,0.4,0.7,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-SUBSTITUTION-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-SUBSTITUTION-RATE;INSPQ-QC-SUBSTITUTION-WARNING-2026,3,,context_only,0,1,1,1,True
method,reusable_age_token,record_retention_years,methods.reusable_age_token.record_retention_years,0.5,2.0,7.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-RECORD-RETENTION-YEARS;GAP-METHOD-REUSABLE-AGE-TOKEN-RECORD-RETENTION-YEARS;OPC-AA-MINIMIZATION-APPEAL-2026;NIST-SP800-63-4-2025,4,,official_guidance,0,0,1,1,True
method,reusable_age_token,records_per_identity_proof,methods.reusable_age_token.records_per_identity_proof,0.5,1.0,1.5,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-RECORDS-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-RECORDS-PER-IDENTITY-PROOF;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,reusable_age_token,third_party_disclosures_per_identity_proof,methods.reusable_age_token.third_party_disclosures_per_identity_proof,1.0,1.0,2.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,reusable_age_token,transient_images_per_identity_proof,methods.reusable_age_token.transient_images_per_identity_proof,0.0,1.0,2.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-TRANSIENT-IMAGES-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,variable_cost_per_check,methods.reusable_age_token.variable_cost_per_check,0.02,0.06,0.2,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-CHECK;GAP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,reusable_age_token,variable_cost_per_identity_proof,methods.reusable_age_token.variable_cost_per_identity_proof,0.3,0.8,2.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,reusable_age_token,verification_check_rate,methods.reusable_age_token.verification_check_rate,0.8,0.95,1.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VERIFICATION-CHECK-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-VERIFICATION-CHECK-RATE;LEGAL-QC-BILL9-REMOTE-SALES,3,,legal_fact,0,0,1,1,True
method,self_declaration,adult_abandonment_rate,methods.self_declaration.adult_abandonment_rate,0.001,0.005,0.015,ASSUMP-METHOD-SELF-DECLARATION-ADULT-ABANDONMENT-RATE;GAP-METHOD-SELF-DECLARATION-ADULT-ABANDONMENT-RATE;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,self_declaration,adult_false_rejection_rate,methods.self_declaration.adult_false_rejection_rate,0.0,0.001,0.004,ASSUMP-METHOD-SELF-DECLARATION-ADULT-FALSE-REJECTION-RATE;GAP-METHOD-SELF-DECLARATION-ADULT-FALSE-REJECTION-RATE,2,,explicit_gap,0,0,1,1,True
method,self_declaration,age_assertions_per_check,methods.self_declaration.age_assertions_per_check,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-AGE-ASSERTIONS-PER-CHECK;GAP-METHOD-SELF-DECLARATION-AGE-ASSERTIONS-PER-CHECK;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,self_declaration,annual_breach_probability,methods.self_declaration.annual_breach_probability,0.0,0.001,0.005,ASSUMP-METHOD-SELF-DECLARATION-ANNUAL-BREACH-PROBABILITY;GAP-METHOD-SELF-DECLARATION-ANNUAL-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,self_declaration,biometric_scans_per_identity_proof,methods.self_declaration.biometric_scans_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF;GAP-METHOD-SELF-DECLARATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,self_declaration,catastrophic_breach_probability,methods.self_declaration.catastrophic_breach_probability,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-CATASTROPHIC-BREACH-PROBABILITY;GAP-METHOD-SELF-DECLARATION-CATASTROPHIC-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,self_declaration,catastrophic_exposure_fraction,methods.self_declaration.catastrophic_exposure_fraction,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-CATASTROPHIC-EXPOSURE-FRACTION;GAP-METHOD-SELF-DECLARATION-CATASTROPHIC-EXPOSURE-FRACTION,2,,explicit_gap,0,0,1,1,True
method,self_declaration,centralized_record_fraction,methods.self_declaration.centralized_record_fraction,0.0,0.0,0.2,ASSUMP-METHOD-SELF-DECLARATION-CENTRALIZED-RECORD-FRACTION;GAP-METHOD-SELF-DECLARATION-CENTRALIZED-RECORD-FRACTION;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,self_declaration,fixed_annual_cost,methods.self_declaration.fixed_annual_cost,500.0,2500.0,8000.0,ASSUMP-METHOD-SELF-DECLARATION-FIXED-ANNUAL-COST;GAP-METHOD-SELF-DECLARATION-FIXED-ANNUAL-COST,2,,explicit_gap,0,0,1,1,True
method,self_declaration,higher_friction_abandonment_multiplier,methods.self_declaration.higher_friction_abandonment_multiplier,1.0,1.2,1.8,ASSUMP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,self_declaration,higher_friction_false_rejection_multiplier,methods.self_declaration.higher_friction_false_rejection_multiplier,1.0,1.1,1.4,ASSUMP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,2,,explicit_gap,0,0,1,1,True
method,self_declaration,identity_proofing_rate,methods.self_declaration.identity_proofing_rate,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-IDENTITY-PROOFING-RATE;GAP-METHOD-SELF-DECLARATION-IDENTITY-PROOFING-RATE,2,,explicit_gap,0,0,1,1,True
method,self_declaration,minor_circumvention_rate,methods.self_declaration.minor_circumvention_rate,0.7,0.82,0.95,ASSUMP-METHOD-SELF-DECLARATION-MINOR-CIRCUMVENTION-RATE;GAP-METHOD-SELF-DECLARATION-MINOR-CIRCUMVENTION-RATE;CAI-GPEN-AGE-CONTROLS-2024,3,,context_only,0,1,1,1,True
method,self_declaration,minor_detection_rate,methods.self_declaration.minor_detection_rate,0.05,0.12,0.2,ASSUMP-METHOD-SELF-DECLARATION-MINOR-DETECTION-RATE;GAP-METHOD-SELF-DECLARATION-MINOR-DETECTION-RATE;CAI-GPEN-AGE-CONTROLS-2024,3,,context_only,0,1,1,1,True
method,self_declaration,minor_substitution_rate,methods.self_declaration.minor_substitution_rate,0.1,0.3,0.55,ASSUMP-METHOD-SELF-DECLARATION-MINOR-SUBSTITUTION-RATE;GAP-METHOD-SELF-DECLARATION-MINOR-SUBSTITUTION-RATE;INSPQ-QC-SUBSTITUTION-WARNING-2026,3,,context_only,0,1,1,1,True
method,self_declaration,record_retention_years,methods.self_declaration.record_retention_years,0.0,0.0,0.25,ASSUMP-METHOD-SELF-DECLARATION-RECORD-RETENTION-YEARS;GAP-METHOD-SELF-DECLARATION-RECORD-RETENTION-YEARS;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,self_declaration,records_per_identity_proof,methods.self_declaration.records_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-RECORDS-PER-IDENTITY-PROOF;GAP-METHOD-SELF-DECLARATION-RECORDS-PER-IDENTITY-PROOF;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,self_declaration,third_party_disclosures_per_identity_proof,methods.self_declaration.third_party_disclosures_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;GAP-METHOD-SELF-DECLARATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
